HINBAN.CSV
"ïiî‘","çHíˆÉRÅ[Éh","êªïiãÊï™","èîå˚ãÊï™","éÂä«éñã∆èä","ï€ä«èÍèä","HinTanaNo","ïiñºó™èÃ","ïiñº","ïiñºÅi∂≈Åj","ïiñ⁄ÇP","ïiñ⁄ÇQ","è¡îÔê≈ïiñ⁄","åüç∏ïiñ⁄","íPà ÉRÅ[Éh","ì¸ÇËêî","ç´ïÔâ◊épÅiäOëïÅj","ç´ïÔâ◊épÅiì‡ëïÅj","ç´ïÔíPà ÅiäOëïÅj","ç´ïÔíPà Åiì‡ëïÅj","ê∂éYåvâÊóvî€ãÊï™","ç›å…åvè„ãÊï™","î≠íçì_ä«óùãÊï™","ÉLÉbÉgèoå…ãÊï™","î≠íçì_ç›å…êî","äÓèÄÅiïWèÄÅjç›å…êî","ÉXÉNÉâÉbÉvïiî‘","ÉXÉNÉâÉbÉvçHíˆÉRÅ[Éh","ÇjÇdÇxÅ|ÇmÇn","ç≈êVì¸å…ì˙","ç≈êVèoå…ì˙","îÃîÑó›åvêî","îıçl","ìoò^îNåéì˙","å¥âøåvéZÉtÉâÉO","çﬁéø","çﬁå˙","ïù","í∑Ç≥","óeêœ","î‰èd","íPèd","é©óRì¸óÕóìÇP","é©óRì¸óÕóìÇQ","é©óRì¸óÕóìÇR","é©óRì¸óÕóìÇS","é©óRì¸óÕóìÇT","é©óRì¸óÕóìÇU","é©óRì¸óÕóìÇV","é©óRì¸óÕóìÇW","é©óRì¸óÕóìÇX","é©óRì¸óÕóìÇPÇO","é©óRì¸óÕóìÇPÇP","é©óRì¸óÕóìÇPÇQ","é©óRì¸óÕóìÇPÇR","é©óRì¸óÕóìÇPÇS","é©óRì¸óÕóìÇPÇT","é©óRì¸óÕóìÇPÇU","é©óRì¸óÕóìÇPÇV","é©óRì¸óÕóìÇPÇW","é©óRì¸óÕóìÇPÇX","é©óRì¸óÕóìÇQÇO","íPèdåvéZï˚ñ@ãÊï™","ÉJÉâÅ[","èWñÒïiî‘","èWñÒçHíˆÉRÅ[Éh","¿ﬁ–∞ãÊï™","óLå¯ä˙å¿êîãÊï™","óLå¯ä˙å¿êî","í[êîèàóùãÊï™","è¨êîãÊï™","íIâµèâä˙íl","HinSeibanKBN","HinStateKBN","HinStateDay"
"S1-AS87E2-S","","5","","","","","AS-87E-2±›¿ﬁ∞","AS-87E-2±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40820","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-AS87E2-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00484","","","0.000000","","20170602","","","0.000000","0.000000","0.000000","0.000000","0.000000","14500.000000","","","","","","","","","1","GS-AS87E2-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-AS87N-4-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00850","","20090205","1.000000","","20090202","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","GS-AS87N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-AS87N-S","","5","","","","","AS-87NP±›¿ﬁ∞","AS-87NP±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40821","","","0.000000","","20111020","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›-18","DMP-001","5277-1/5121-1","óL","","","","","","0","","","","","","0","","","","","",""
"S1-AS87N-U","","7","","","","","AS-87NP±›¿ﬁ∞ (18ág)","Ç`ÇrÅ|ÇWÇVÇmÇoÉAÉìÉ_Å[Å@(18ágÅj","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00247","","20200727","9850.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","14500.000000","","","","","","","","","1","GS-AS87N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-AS87-S","","5","","","","","AS-87±›¿ﬁ∞","AS-87±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40822","","","0.000000","","20191018","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","7.0~20.0sec","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-AS87-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00248","","","0.000000","","20170602","","","0.000000","0.000000","0.000000","0.000000","0.000000","14500.000000","","","","","","","","","1","GS-AS87-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-AS-CL","","7","","","","","AS∏ÿ‘∞(15KG)","Ç`ÇrÉNÉäÉÑÅ[ (15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01396","","20170222","35.000000","","20161123","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-AS7-CL","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-EMI-P","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00485","","","0.000000","","20170501","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-EMI-P","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-EMI-P-S","","5","","","","","EMI Ãﬂ◊≤œ∞","EMI Ãﬂ◊≤œ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40823","","","0.000000","","20111020","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0","7.0~20.0sec","1","","","haiban","F8-25","ñ≥","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S1-E-S","","5","","","","","E ±›¿ﬁ∞","E ±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40824","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-E-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00249","","","0.000000","","20170602","","","0.000000","0.000000","0.000000","0.000000","0.000000","14500.000000","","","","","","","","","1","GS-E-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3K-S","","5","","","","","FPA-3 (KAI)","FPA-3 (KAI)","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42719","","","0.000000","","20190306","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›-18","R-2110","5277-1/5121-2","óL","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3KTK-S","","5","","","","","FPA-3 â¸ âêè¡Çµ","FPA-3 â¸ âêè¡Çµ","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42721","","","0.000000","","20190306","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","","DMP-005","÷º…éÜ:ñ{<300kìy<10ä ","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3KTK-U-R-EX","","7","","","","","FPA-3KTK(UN/14KG)","ÇeÇoÇ`Å|ÇRÇj ÇsÇj (UN/14KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01497","","","0.000000","","20190228","","","0.000000","0.000000","0.000000","0.000000","0.000000","14000.000000","","","","","","","","","1","GS-FPA3KTK-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3K-U-R-EX","","7","","","","","FPA-3(KAI) (UN/14KG)","ÇeÇoÇ`Å|ÇR(ÇjÇ`ÇhÅj (UN/14KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01496","","20200720","112.000000","","20190228","","","0.000000","0.000000","0.000000","0.000000","0.000000","14000.000000","","","","","","","","","1","GS-FPA3K-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3-S","","5","","","","","FPA-3±›¿ﬁ∞","ÇeÇoÇ`Å|ÇRÉAÉìÉ_Å[","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41917","","","0.000000","","20100220","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›-18","R-2110","5277-1/5121-2","óL","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3TK-S","","5","","","","","FPA-3âêè¡Çµ","FPA-3âêè¡Çµ","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42657","","","0.000000","","20180525","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","éwíËñ≥Çµ","DMP-025","300KGà»â∫ ãgñÏéÜ","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3TK-U-EX","","7","","","","","FPA-3TK(UN/16KG)","ÇeÇoÇ`Å|ÇRÇsÇj (UN/16KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01317","","20181210","114.000000","","20150715","","","0.000000","0.000000","0.000000","0.000000","0.000000","16000.000000","","","","","","","","","1","GS-FPA3TK-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3-U","","7","","","","","FPA-3±›¿ﬁ∞(18ág)","ÇeÇoÇ`Å|ÇRÉAÉìÉ_Å[ (18ág)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00926","","20200803","9397.000000","","20100218","","","0.000000","0.000000","0.000000","0.000000","0.000000","14500.000000","","","","","","","","","1","GS-FPA3-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-FPA3-U-EX","","7","","","","","FPA-3(UN/16KG)","ÇeÇoÇ`Å|ÇR (UN/16KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01183","","20181126","2414.000000","","20130408","","","0.000000","0.000000","0.000000","0.000000","0.000000","16000.000000","","","","","","","","","1","GS-FPA3-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K100-4-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00486","","","0.000000","","20170602","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","GS-K100-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K100N-S","","5","","","","","K-100NP±›¿ﬁ∞Åi15ásÅj","K-100NP±›¿ﬁ∞Åi15ásÅj","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41703","","","0.000000","","20070426","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","ê›-18","BW-75","5277-1,5121-2","óLÇË","","","","","","0","","","","","","0","","","","","",""
"S1-K100N-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00719","","20070627","6.000000","","20070426","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-K100N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K100-S","","5","","","","","K-100±›¿ﬁ∞","K-100±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40825","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K100-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00250","","","0.000000","","20170602","","","0.000000","0.000000","0.000000","0.000000","0.000000","16000.000000","","","","","","","","","1","GS-K100-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K150N-S","","5","","","","","K-150NP±›¿ﬁ∞","K-150NP±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40826","","","0.000000","","20111020","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›-18","DMP-001","5277-1/5121-1","óL","","","","","","0","","","","","","0","","","","","",""
"S1-K150NSUM-S","","5","","","","","K-150NPâƒå^±›¿ﬁ∞","K-150NPâƒå^±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42327","","","0.000000","","20140630","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","GS-K150NSUM-U","","ê›-18","DMP-001","5277-1/5121-1","óL","","","","","","0","","","","","","0","","","","","",""
"S1-K150NSUM-U","","7","","","","","K-150NPâƒå^±›¿ﬁ∞(18","ÇjÅ|ÇPÇTÇOÇmÇoâƒå^ÉAÉìÉ_Å[ (18ágÅj","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01266","","20200710","240.000000","","20140627","","","0.000000","0.000000","0.000000","0.000000","0.000000","14500.000000","","","","","","","","","1","GS-K150NSUM-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K150N-U","","7","","","","","K-150NP±›¿ﬁ∞ (18ág)","ÇjÅ|ÇPÇTÇOÇmÇoÉAÉìÉ_Å[ (18ágÅj","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00251","","20200803","17860.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","14500.000000","","","","","","","","","1","GS-K150N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K164N-S","","5","","","","","K-164NP±›¿ﬁ∞","ÇjÅ|ÇPÇUÇSÇmÇoÉAÉìÉ_Å[","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42175","","","0.000000","","20120529","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›Å|18","DMP-001","5277-1/5121-2","óL","","","","","","0","","","","","","0","","","","","",""
"S1-K164N-U","","7","","","","","K-164NP±›¿ﬁ∞(15KG)","ÇjÅ|ÇPÇUÇSÇmÇoÉAÉìÉ_Å[(15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01137","","20200728","1189.000000","","20120529","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-K164N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K164N-U-EX","","7","","","","","K-164NP(UN/17KG)","ÇjÅ|ÇPÇUÇSÇmÇo (UN/17KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01184","","20171108","652.000000","","20130409","","","0.000000","0.000000","0.000000","0.000000","0.000000","17000.000000","","","","","","","","","1","GS-K164N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K164N-U-R-EX","","7","","","","","K-164NP(UN/15KG)","ÇjÅ|ÇPÇUÇSÇmÇo (UN/15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01491","","","0.000000","","20190228","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-K164N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K173N-4-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00949","","","0.000000","","20100421","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","GS-K173N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K173N-S","","5","","","","","K-173NP±›¿ﬁ∞","K-173NP±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40827","","","0.000000","","20111020","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0","7.0~20.0sec","1","","","ê›-18","Y8-1","5277-1/5121-2","óL","","","","","","0","","","","","","0","","","","","",""
"S1-K173N-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00252","","20140729","5779.000000","","20150917","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-K173N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K173N-U-EX","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00253","","20121214","679.000000","","20150917","","","0.000000","0.000000","0.000000","0.000000","0.000000","17000.000000","","","","","","","","","1","GS-K173N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K173-S","","5","","","","","K-173±›¿ﬁ∞","K-173±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40828","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K173-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00254","","","0.000000","","20150917","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-K173-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-K173-U-EX","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00487","","","0.000000","","20150917","","","0.000000","0.000000","0.000000","0.000000","0.000000","17000.000000","","","","","","","","","1","GS-K173-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-PC2000-4-U","","7","","","","","PC-2000±›¿ﬁ∞(4KG)","ÇoÇbÅ|ÇQÇOÇOÇOÉAÉìÉ_Å[  (4KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00907","","20150312","4.000000","","20090820","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","GS-PC2000-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-PC2000N30-S","","5","","","","","PC-2000N-30±›¿ﬁ∞","PC-2000N-30±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41769","","","0.000000","","20071022","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","Å}1","7.0~20.0sec","1","","","éwíËñ≥Çµ","DMP-005","÷º…éÜ:ñ{<300kìy<10ä ","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S1-PC2000N30-U","","7","","","","","PC-2000N-30±›¿ﬁ∞(15K","ÇoÇbÅ|ÇQÇOÇOÇOÇmÅ|ÇRÇOÉAÉìÉ_Å[ (15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00769","","20181204","246.000000","","20071019","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-PC2000-S","","5","","","","","PC-2000±›¿ﬁ∞","PC-2000±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40829","","","0.000000","","20111021","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","Å}1","7.0~20.0sec","1","","","éwíËñ≥Çµ","DMP-005","÷º…éÜ:ñ{<300kìy<10ä ","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S1-PC2000-U","","7","","","","","PC-2000±›¿ﬁ∞ (15KG)","ÇoÇbÅ|ÇQÇOÇOÇOÉAÉìÉ_Å[ (15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00255","","20200727","4143.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-PC2000-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-PC2000-U-EX","","7","","","","","PC-2000±›¿ﬁ∞ (UN/17K","ÇoÇbÅ|ÇQÇOÇOÇOÉAÉìÉ_Å[Å@ÅiUN/17KÇfÅj","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00488","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","17000.000000","","","","","","","","","1","GS-PC2000-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-PCS3000-S","","5","","","","","PCS-3000±›¿ﬁ∞","PCS-3000±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42438","","","0.000000","","20160523","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","Å}1","7.0~20.0sec","1","","","éwíËñ≥Çµ","DMP-005","÷º…éÜ:ñ{<300kìy<10ä ","ñ≥","","","","","","0","","","","","","0","","","","","",""
"S1-PCS3000-U","","7","","","","","PCS-3000±›¿ﬁ∞(15KG)","ÇoÇbÇrÅ|ÇRÇOÇOÇOÉAÉìÉ_Å[ (15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01346","","20200619","79.000000","","20160422","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-PCS3000-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-PP33-1K-U","","7","","","","","PP-33NP±›¿ﬁ∞(1KG)","ÇoÇoÅ|ÇRÇRÇmÇoÉAÉìÉ_Å[ (1KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01340","","20200708","5.000000","","20160311","","","0.000000","0.000000","0.000000","0.000000","0.000000","1000.000000","","","","","","","","","1","GS-PP33-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-PP33-S","","5","","","","","PP-33NP±›¿ﬁ∞","PP-33NP±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40830","","","0.000000","","20111020","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›-18","DMP-005","5277-1/5121-2","óL","","","","","","0","","","","","","0","","","","","",""
"S1-PP33-U","","7","","","","","PP-33NP±›¿ﬁ∞ (15KG)","ÇoÇoÅ|ÇRÇRÇmÇoÉAÉìÉ_Å[Å@(15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00256","","20200730","1831.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-PP33-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-PP44-S","","5","","","","","PP-44NP±›¿ﬁ∞","PP-44NP±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40831","","","0.000000","","20111020","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›-18","DMP-005","5277-1/5121-2","óL","","","","","","0","","","","","","0","","","","","",""
"S1-PP44-U","","7","","","","","PP-44NP±›¿ﬁ∞ (15KG)","ÇoÇoÅ|ÇSÇSÇmÇoÉAÉìÉ_Å[ (15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00257","","20200727","2757.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-PP44-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-TEST-ABC","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00489","","","0.000000","","20170602","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-TEST-ABC","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-TEST-ABC-S","","5","","","","","ABC ƒØÃﬂ","ABC ƒØÃﬂ","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40832","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-X79L-S","","5","","","","","X-79-L±›¿ﬁ∞","X-79-L±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40833","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-X79L-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00258","","","0.000000","","20170602","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-X79L-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-X79N-4-U","","7","","","","","îpî‘","îpî‘","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00870","","20111111","2.000000","","20090513","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","1","GS-X79N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-X79N-S","","5","","","","","X-79NP±›¿ﬁ∞","X-79NP±›¿ﬁ∞","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40834","","","0.000000","","20100220","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›-18","DMP-001","5277-1/5121-2","óL","","","","","","0","","","","","","0","","","","","",""
"S1-X79N-U","","7","","","","","X-79NP±›¿ﬁ∞ (15KG)","ÇwÅ|ÇVÇXÇmÇoÉAÉìÉ_Å[Å@(15KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","00259","","20170530","3766.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","15000.000000","","","","","","","","","1","GS-X79N-U","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-X80N-4-U","","7","","","","","X-80NP±›¿ﬁ∞(4KG)","ÇwÅ|ÇWÇOÇmÇoÉAÉìÉ_Å[ (4KG)","","01","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","01325","","","0.000000","","20151021","","","0.000000","0.000000","0.000000","0.000000","0.000000","4000.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"S1-X80N-S","","5","","","","","X-80NP±›¿ﬁ∞","ÇwÅ|ÇWÇOÇmÇoÉAÉìÉ_Å[","","C1","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42172","","","0.000000","","20120529","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","0~3","7.0~20.0sec","1","","","ê›-18","DMP-001","5277-1/5121-2","óL","","","","","","0","","","","","","0","","","","","",""
