HINBAN.CSV
"ïiî‘","çHíˆÉRÅ[Éh","êªïiãÊï™","èîå˚ãÊï™","éÂä«éñã∆èä","ï€ä«èÍèä","HinTanaNo","ïiñºó™èÃ","ïiñº","ïiñºÅi∂≈Åj","ïiñ⁄ÇP","ïiñ⁄ÇQ","è¡îÔê≈ïiñ⁄","åüç∏ïiñ⁄","íPà ÉRÅ[Éh","ì¸ÇËêî","ç´ïÔâ◊épÅiäOëïÅj","ç´ïÔâ◊épÅiì‡ëïÅj","ç´ïÔíPà ÅiäOëïÅj","ç´ïÔíPà Åiì‡ëïÅj","ê∂éYåvâÊóvî€ãÊï™","ç›å…åvè„ãÊï™","î≠íçì_ä«óùãÊï™","ÉLÉbÉgèoå…ãÊï™","î≠íçì_ç›å…êî","äÓèÄÅiïWèÄÅjç›å…êî","ÉXÉNÉâÉbÉvïiî‘","ÉXÉNÉâÉbÉvçHíˆÉRÅ[Éh","ÇjÇdÇxÅ|ÇmÇn","ç≈êVì¸å…ì˙","ç≈êVèoå…ì˙","îÃîÑó›åvêî","îıçl","ìoò^îNåéì˙","å¥âøåvéZÉtÉâÉO","çﬁéø","çﬁå˙","ïù","í∑Ç≥","óeêœ","î‰èd","íPèd","é©óRì¸óÕóìÇP","é©óRì¸óÕóìÇQ","é©óRì¸óÕóìÇR","é©óRì¸óÕóìÇS","é©óRì¸óÕóìÇT","é©óRì¸óÕóìÇU","é©óRì¸óÕóìÇV","é©óRì¸óÕóìÇW","é©óRì¸óÕóìÇX","é©óRì¸óÕóìÇPÇO","é©óRì¸óÕóìÇPÇP","é©óRì¸óÕóìÇPÇQ","é©óRì¸óÕóìÇPÇR","é©óRì¸óÕóìÇPÇS","é©óRì¸óÕóìÇPÇT","é©óRì¸óÕóìÇPÇU","é©óRì¸óÕóìÇPÇV","é©óRì¸óÕóìÇPÇW","é©óRì¸óÕóìÇPÇX","é©óRì¸óÕóìÇQÇO","íPèdåvéZï˚ñ@ãÊï™","ÉJÉâÅ[","èWñÒïiî‘","èWñÒçHíˆÉRÅ[Éh","¿ﬁ–∞ãÊï™","óLå¯ä˙å¿êîãÊï™","óLå¯ä˙å¿êî","í[êîèàóùãÊï™","è¨êîãÊï™","íIâµèâä˙íl","HinSeibanKBN","HinStateKBN","HinStateDay"
"G-18L-AT","","1","","","","","18ágHT±ƒ€›","ÇPÇWágÇgÇsÉAÉgÉçÉì","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40021","20200706","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-AT-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41990","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-DANB","","1","","","","","àÍìlä óp","àÍìlä óp","","G0","","","","SH","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40022","20090513","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-HV","","1","","","","","18ág ≤ÃﬁÿØƒ","ÇPÇWágÉnÉCÉuÉäÉbÉg","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40023","20200728","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-HV-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41991","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-N-RYL","","1","","","","","18ágäO∆Ωì‡ñ €∞‘Ÿ","ÇPÇWágäOÉjÉXì‡ñ ÉçÅ[ÉÑÉã","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40024","20200727","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-N-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41989","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-N-RYL-TKTT","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42367","","20150306","2099.000000","","20150227","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","G-18L-N-RYL","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-RYL","","1","","","","","18ágäO∆Ω€∞‘Ÿ","ÇPÇWágäOÉjÉXÉçÅ[ÉÑÉã","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40025","20200728","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-18L-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41988","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1BE1-P","","1","","","","","√Ã€› ﬂØ∑›","ÉeÉtÉçÉìÉpÉbÉLÉì","","G0","","","","SH","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40026","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1BE1-T-20","","1","","","","","1BE1-T-20","1ÇaÇd1Å|ÇsÅ|20","","G0","","","","PC","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40027","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1L-HV","","1","","","","","1ág ≤ÃﬁÿØƒ","ÇPágÉnÉCÉuÉäÉbÉg","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40028","20171221","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1L-NRYL","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40030","20200428","","0.000000","","20200303","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1L-N-RYL","","1","","","","","1ágì‡ñ €∞‘Ÿ","ÇPágì‡ñ ÉçÅ[ÉÑÉã","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40029","20191211","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1L-NRYL-K","","1","","","","","îpî’","îpî’","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41998","20160122","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1L-P","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40031","","","0.000000","","20200303","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1L-RYL","","1","","","","","1ág€∞‘Ÿ","ÇPágÉçÅ[ÉÑÉã","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40032","20200713","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-1L-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41997","20110425","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-21M","","1","","","","","√ﬁ›∂◊Ø∏","ÉfÉìÉJÉâÉbÉN","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40033","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-2356","","1","","","","","HIGH FLAT2356","ÇgÇhÇfÇgÅ@ÇeÇkÇ`ÇsÇQÇRÇTÇU","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40034","20200709","","0.000000","","20181123","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","óvähùa/ãlë÷ÇÕähùaã@>10min","","","","0","","","","","","0","","","","","",""
"G-2468","","1","","","","","HA2468","ÇgÇ`ÇQÇSÇUÇW","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42182","20190313","","0.000000","","20120704","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-250CC-P","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40035","","","0.000000","","20200303","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-250CC-RYL","","1","","","","","250cc€∞‘Ÿ","250cc€∞‘Ÿ","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41721","20150202","","0.000000","","20070521","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-250CC-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42001","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-271ASOL","","1","","","","","271ASOL","ÇQÇVÇPÇ`ÇrÇnÇk","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40036","20181012","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-2E4MZ","","1","","","","","∑≠±øﬁ∞Ÿ2E4MZ","ÉLÉÖÉAÉ]Å\ÉãÇQÇdÇSÇlÇy","","G0","","","","G","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40037","20200423","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-2E4MZ-CN","","1","","","","","∑≠±øﬁ∞Ÿ2E4MZ-CN","ÉLÉÖÉAÉ]Å\ÉãÇQÇdÇSÇlÇyÅ|ÇbÇm","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42101","20111128","","0.000000","","20111012","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-2E-AQ","","1","","","","","2-¥¡Ÿ±›ƒ◊∑…›","2-¥¡Ÿ±›ƒ◊∑…›","","G0","","","","G","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40038","20200427","","0.000000","","20181123","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","ónâÅ@íçà”","","","","0","","","","","","0","","","","","",""
"G-2E-AQ-TKTT","","1","","","","","2-¥¡Ÿ±›ƒ◊∑…›(TKTT)","2-¥¡Ÿ±›ƒ◊∑…›(TKTT)","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42339","20200317","20200319","8190.000000","","20140819","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-2L-DANB","","1","","","","","2Lì¸ÇË¿ﬁ›Œﬁ∞Ÿ","2Lì¸ÇË¿ﬁ›Œﬁ∞Ÿ","","10","","","","BX","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42363","","","0.000000","","20150226","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-2L-N-RYL","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40039","","","0.000000","","20200303","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-2L-RYL","","1","","","","","2ág€∞‘Ÿäp","ÇQágÉçÅ[ÉÑÉãäp","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40040","20200713","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-2L-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41996","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-300CC-RYL","","1","","","","","300CC€∞‘Ÿ","ÇRÇOÇOÇbÇbÉçÅ[ÉÑÉã","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42030","20200713","","0.000000","","20110408","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-3521","","1","","","","","À¿€≤ƒﬁ3521","ÉqÉ^ÉçÉCÉh ÇRÇTÇQÇP","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42696","","","0.000000","","20181126","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4055","","1","","","","","4055","ÇSÇOÇTÇT","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40041","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-40-M","","1","","","","","40#“Øº≠","ÇSÇOÅîÉÅÉbÉVÉÖ","","G0","","","","SH","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40042","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4120","","1","","","","","SAP4120","ÇrÇ`ÇoÇSÇPÇQÇO","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40043","20090305","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4120TY","","1","","","","","SAP4120-TY","ÇrÇ`ÇoÇSÇPÇQÇOÅ|ÇsÇx","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40044","20200428","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4120TYAL","","1","","","","","SAP4120","ÇrÇ`ÇoÇSÇPÇQÇO","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40045","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-444-50","","1","","","","","FT444-50","ÇeÇsÇSÇSÇSÅ|ÇTÇO","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40046","20200310","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-444-50T","","1","","","","","FT444-50T","ÇeÇsÇSÇSÇSÅ|ÇTÇOÇs","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40047","","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-45-163","","1","","","","","45-163","ÇSÇTÅ|ÇPÇUÇR","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40048","20160523","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-47-151","","1","","","","","47-151","ÇSÇVÅ|ÇPÇTÇP","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40049","20200413","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-47-508-60","","1","","","","","47-508-60","ÇSÇVÅ|ÇTÇOÇWÅ|ÇUÇO","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40050","20200304","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4K-DANB","","1","","","","","4ásä€ä óp","ÇSásä€ä óp","","G0","","","","SH","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40051","20101214","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4L-DANB","","1","","","","","4ágŒﬂÿóp","ÇSágÉ|Éäóp","","G0","","","","SH","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40052","20100225","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4L-HV","","1","","","","","4ág ≤ÃﬁÿØƒﬁ","ÇSágÉnÉCÉuÉäÉbÉh","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42027","20200625","","0.000000","","20110324","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4L-MAR","","1","","","","","4ágä€","ÇSágä€","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40053","20190906","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4L-N-RYL","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42427","20160310","","0.000000","","20160414","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4L-RYL","","1","","","","","4ág€∞‘Ÿ","ÇSágÉçÅ[ÉÑÉã","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40054","20200727","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4L-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41995","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4L-UN-RYL","","1","","","","","4ágUN€∞‘Ÿäp","ÇSágÇtÇmÉçÅ[ÉÑÉãäp","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40055","20190719","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-4L-UN-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41994","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-500CC-P","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40056","","","0.000000","","20200303","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-52-204","","1","","","","","52-204","ÇTÇQÅ|ÇQÇOÇS","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40057","20150603","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5301X-50","","1","","","","","±◊∑∞ƒﬁ5301X-50","ÉAÉâÉLÅ[ÉhÇTÇRÇOÇPÇwÅ|ÇTÇO","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42129","20171013","","0.000000","","20111223","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5302X-50","","1","","","","","±◊∑∞ƒﬁ5302X-50","±◊∑∞ƒﬁ5302X-50","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42647","20200304","","0.000000","","20180403","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5-731","","1","","","","","5-731","ÇTÅ|ÇVÇRÇP","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40058","20200408","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-57-451","","1","","","","","57-451","ÇTÇVÅ|ÇSÇTÇP","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42611","20200714","","0.000000","","20171012","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-57-703","","1","","","","","57-703","ÇTÇVÅ|ÇVÇOÇR","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40059","20170512","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5K-DANB","","1","","","","","5ásäpä óp","ÇTásäpä óp","","G0","","","","SH","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40060","20100621","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5L-70RYL","","1","","","","","5ág70€∞‘Ÿäp","ÇTágÇVÇOÉçÅ[ÉÑÉãäp","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41963","20200403","","0.000000","","20100712","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5L-GP","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40061","","","0.000000","","20200303","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5L-N-RYL","","1","","","","","5ágì‡ñ €∞‘Ÿäp","ÇTágì‡ñ ÉçÅ[ÉÑÉãäp","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40062","20200121","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5L-N-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41993","20181128","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5L-RYL","","1","","","","","5ág€∞‘Ÿäp","ÇTágÉçÅ[ÉÑÉãäp","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","40063","20200728","","0.000000","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-5L-RYL-K","","1","","","","","îpî‘","îpî‘","","GK","","","","CN","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","41992","","","0.000000","","20101119","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","",""
"G-6270N","","1","","","","","6270N","ÇUÇQÇVÇON","","G0","","","","KG","1.000000","","","0.000000","0.000000","","","","","0.000000","0.000000","","","42812","20200518","","0.000000","","20200525","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","1","","","","","","","","","","","","0","","","","","","0","","","","","",""
