事業所コード,相手先コード１,相手先名称１,郵便番号１,郵便番号２,住所１,ﾄｰﾙ距離,ﾄｰﾙ中継回数,ﾄｰﾙ行く行かない,新潟距離,新潟中継回数,新潟行く行かない,ｹｲﾋﾝ,顧客指定運送屋,輸出向先,得意先コード,納入先コード,久留米距離
572,T2880,西鉄物流株式会社　梱包センター,289,1602,千葉県山武郡芝山町菱田１１５５番地１,100,0,,149,1,,成田,無し,y,T2880,USF04,-
573,T0060,有限会社　静浦精工,422,8053,静岡県静岡市駿河区西中原２－１－３７,200,0,,193,0,,-,無し,,T0060,H197,-
574,T3800,株式会社　アペックス,192,0024,東京都八王子市宇津木町５２３番地１,100,0,,100,0,,-,無し,,T3800,,-
575,T3810,株式会社　シモダ,352,0011,埼玉県新座市野火止８－１－３４,70,0,,131,1,,-,無し,,T3810,,-
576,T3810,伊丹塗料株式会社,350,1328,埼玉県狭山市広瀬台２－７－１９,70,0,,100,0,,-,無し,,T3810,H198,-
577,T2900,西鉄物流株式会社　成田支店梱包営業所,289,1602,千葉県山武郡芝山町菱田１１５５番地１,100,0,,149,1,,成田,無し,y,T2900,USS03,-
578,T3780,小糸九州株式会社,849,0902,佐賀県佐賀市久保泉町大字上和泉,1300,0,,1279,1,-,-,無し,,T3780,H199,1300
579,T2880,西鉄物流株式会社　成田梱包営業所,289,1602,千葉県山武郡芝山町菱田１１５５番地１,100,0,,149,1,,成田,無し,y,T2880,GZS10,-
580,T3820,津田工業株式会社　本社機構,355,0812,埼玉県比企郡滑川町大字都２５－３５,70,0,,110,1,,-,無し,,T3820,,-
581,T3830,株式会社　スリードリーム,350,2203,埼玉県鶴ヶ島市大字上広谷４２７－１,70,0,,100,0,,-,無し,,T3830,,-
582,T3380,市光工業株式会社　厚木製造所,243,0214,神奈川県厚木市下古沢８５７,100,0,,100,0,,-,無し,,T3380,H200,-
583,T3820,津田工業株式会社　川里工場,365,0001,埼玉県鴻巣市赤城台362-28(川里工業団地),100,0,,100,0,,-,無し,,T3820,H201,-
584,大阪新規顧客,株式会社　アジア化成,614,8123,京都府八幡市下奈良名越18,530,0,,545,1,,-,無し,,大阪新規顧客,仮登録,-
585,T3830,株式会社　フクダコーポレーション,940,2045,新潟県長岡市西陵町２６７４－１８,320,1,,320,0,,-,新潟,,T3830,H202,-
586,T3740,西鉄物流株式会社　成田梱包営業所,289,1602,千葉県山武郡芝山町菱田１１５５番地１,100,0,,149,1,,成田,無し,y,T3740,THT02,-
587,T3840,株式会社　オウル・クラフト,223,0057,神奈川県横浜市港北区新羽町３３６－１,50,0,,120,0,,-,無し,,T3840,,-
588,T0100,有限会社　とやま工房,338,0005,埼玉県さいたま市中央区桜丘１－１１－１９,60,0,,100,0,,-,無し,,T0100,H205,-
589,T0060,カネナカ,421,0302,静岡県榛原郡吉田町川尻３４４８－９,250,0,,230,0,,-,無し,,T0060,H203,-
590,T0070,アサヒ精工株式会社,501,1106,岐阜県岐阜市石谷１１７７,450,0,,418,0,,-,無し,,T0070,H206,-
591,T1210,日本通運株式会社　中部空港支店,479,0881,愛知県常滑市セントレア３－１２－４,400,0,,388,1,,愛知,新潟,y,T1210,GZK07,-
592,T1210,日本通運株式会社　中部空港支店,479,0881,愛知県常滑市セントレア３－１２－４,400,0,,388,1,,愛知,新潟,y,T1210,IDK06,-
593,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,400,0,,383,0,,愛知,無し,y,T1210,PHH01,-
594,T1210,名港海運(株)西二区物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,400,0,,383,0,,愛知,無し,y,T1210,PHH02,-
595,T3850,株式会社　富士メタル,287,0105,千葉県香取郡栗源町沢１７６３,100,0,,112,1,,-,無し,,T3850,,-
596,T1210,日本通運株式会社　中部空港支店,479,0881,愛知県常滑市セントレア３－１２－４,400,0,,388,1,,愛知,新潟,y,T1210,INS16,-
597,T0070,メガロ化工株式会社,425,74,静岡県焼津市柳新屋３２９－３,200,0,,230,0,,-,無し,,T0070,H208,-
598,T1210,日本通運株式会社　中部空港支店,479,0881,愛知県常滑市セントレア３－１２－４,400,0,,388,1,,愛知,新潟,y,T1210,KCZ04,-
599,T3860,ペトロケミカルス株式会社,532,11,大阪府大阪市淀川区西中島２丁目１１－３０,600,0,,569,,,-,無し,,T3860,,-
600,T2880,株式会社　日祥物流,287,0242,千葉県成田市多良貝245-3031,100,0,,143,1,,成田,無し,y,T2880,IN102,-
601,T3870,アドフォクス株式会社,198,0036,東京都青梅市河辺町１０－６－１,100,0,,156,1,,-,無し,,T3870,,-
602,T3870,有限会社　カネバン　本社工場,198,0104,東京都西多摩郡奥多摩町丹三郎１５－２,100,1,,178,1,,-,新潟,,T3870,H209,-
603,T3670,ＡＴＥジャパン株式会社,332,0012,埼玉県川口市本町２－６－２５－１０２,50,0,,100,0,,-,無し,y,T3670,,-
604,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,400,0,,383,0,,愛知,無し,y,T1210,IDK07,-
605,T1210,株式会社　スカイパッキング,289,2231,千葉県香取郡多古町飯笹字蛭ヶ谷３６－５,100,0,,112,1,,-,無し,y,T1210,INK12,-
606,T1210,日本通運株式会社,286,0825,千葉県成田市新泉３０,100,0,,143,1,,成田,無し,y,T1210,INN06,-
607,T1210,日本通運株式会社,286,0825,千葉県成田市新泉３０,100,0,,143,1,,成田,無し,y,T1210,INS15,-
608,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,400,0,,383,0,,愛知,無し,y,T1210,SAH05,-
609,T3870,有限会社　カネコ真空,224,0023,神奈川県横浜市都筑区東山田４－３９－１６,50,0,,120,0,,-,無し,,T3870,H210,-
610,T3880,シナノア株式会社,474,0011,愛知県大府市横根町新江15番地20,400,0,,405,1,,-,新潟,,T3880,,-
611,T3880,リンナイ株式会社,480,0133,愛知県丹羽郡大口町替地３－１,400,0,,383,0,,,,,T3880,H211,-
612,T2880,株式会社　築港　横浜化学品センター,230,53,神奈川県横浜市鶴見区大黒町９－１５,50,0,,100,0,,横浜,無し,y,T2880,INI03,-
613,T0060,有限会社　東海真空,422,8054,静岡堅静岡市駿河区南安倍3丁目16-1,200,0,,193,0,,-,無し,,T0060,H212,-
614,T3890,株式会社　青山プラスチック塗装,224,0053,神奈川県横浜市都筑区池辺町３３７１,50,0,,120,0,,-,無し,,T3890,,-
615,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,400,0,,383,0,,愛知,無し,y,T1210,THK10,-
616,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,400,0,,383,0,,愛知,無し,y,T1210,THS05,-
617,T2880,株式会社朝日森　成田東部物流センター,287,0242,千葉県成田市多良貝２４５－１１３,100,0,,143,1,,成田,無し,y,T2880,USF05,-
618,T0015,鈴木鍍金工業株式会社,334,0076,埼玉県川口市本蓮４－６－１６,50,0,,100,0,,-,無し,,T0015,H213,-
619,T1210,日本通運株式会社,286,0825,千葉県成田市新泉３０,100,0,,143,1,,成田,無し,y,T1210,PHH03,-
620,T3850,株式会社　富士メタル　第２工場,287,102,千葉県香取市岩部８６９－２３２,100,0,,112,1,,-,無し,,T3850,,-
621,T2880,西鉄物流株式会社　成田梱包営業所,289,1602,千葉県山武郡芝山町菱田１１５５番地１,100,0,,149,1,,成田,無し,y,T2880,TES06,-
622,T2880,西鉄物流株式会社　成田梱包営業所,289,1602,千葉県山武郡芝山町菱田１１５５番地１,100,0,,149,1,,成田,無し,y,T2880,INI04,-
623,T1210,日本通運株式会社,286,0825,千葉県成田市新泉３０,100,0,,143,1,,成田,無し,y,T1210,SHK08,-
624,T2880,株式会社 築港 ポートアイランド,650,0045,兵庫県神戸市中央区港島８－７,650,0,,610,0,,-,無し,y,T2880,GZS11,-
625,T3900,第一物産株式会社,933,8666,富山県高岡市宮田町９番１６号,450,1,,453,0,,-,新潟,,T3900,,-
626,T3820,津田工業株式会社　紀の川工場,649,6402,和歌山県紀の川市北勢田字烏子川1088-9,650,0,,650,1,,-,無し,,T3820,H215,-
627,T3910,菱和工業株式会社,144,0033,東京都大田区東糀谷５－２０－１９,50,0,,100,0,,-,無し,,T3910,,
628,T3920,富士塗料興業株式会社,984,0015,宮城県仙台市若林区卸町３丁目１－１７,400,1,,373,0,,-,新潟,,T3920,,-
629,T2880,西鉄物流株式会社　成田梱包営業所,289,1602,千葉県山武郡芝山町菱田１１５５番地１,100,0,,149,1,,成田,無し,y,T2880,HAS06,-
630,T2880,日通商事株式会社　深川サブセンター,286,0826,千葉県成田市東和泉字境前　443-50,100,0,,143,1,,成田,無し,y,T2880,USF06,-
631,T3930,株式会社　親和,350,14,埼玉県川越市古市場７６１,100,0,,100,0,,-,無し,,T3930,,-
632,T0015,カネジ塗料株式会社,132,0022,東京都江戸川区大杉５－６－１,50,0,,100,0,,-,無し,,T0015,H216,-
633,T3590,ディアンドディ株式会社,370,0027,群馬県高崎市上滝町２７３－１,160,1,,109,0,,-,無し,,T3590,H214,-
634,T3940,株式会社　板通　水戸支店,311,3116,茨城県東茨城郡茨城町長岡字矢頭３５２４,150,1,,123,0,,-,新潟,,T3940,,-
635,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,400,0,,383,0,,愛知,無し,y,T1210,VES16,-
636,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,400,0,,383,0,,愛知,無し,y,T1210,PHH04,-
637,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,400,0,,383,0,,愛知,無し,y,T1210,BRK03,-
638,T0070,宝島造形有限会社,561,841,大阪府豊中市名神口３－６－３１,600,0,,650,0,,,無し,,T0070,H217,-
639,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,400,0,,383,0,,愛知,無し,y,T1210,SAL06,-
640,T3420,株式会社ｎｉｔｔｏｈ　上諏訪工場,392,21,長野県諏訪市上川１－１５３８,350,1,,223,0,,-,新潟,,T3420,H218,-
641,T3830,株式会社　大塚プラスチック工業,370,2324,群馬県富岡市南後箇1804,160,1,,109,0,,-,無し,,T3830,H219,-
642,T0070,株式会社　新巧模型製作所,474,71,愛知県大府市梶田町一丁目５番地,400,0,,405,1,,-,新潟,,T0070,H220,-
643,T3950,松原塗料株式会社,450,3,愛知県名古屋市中村区名駅南２－１０－１７,400,0,,383,0,,-,無し,,T3950,,-
644,T3960,株式会社　東海化成工業所,501,2101,岐阜県山県市大桑３１０－１,450,0,,438,1,,-,無し,,T3960,,-
645,T0060,株式会社　戸上化成,849,903,佐賀県佐賀市久保泉町大字下和泉2778-1,1300,0,,1279,1,-,-,無し,,T0060,H221,1300
646,T1210,名港海運㈱　西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,400,0,,383,0,,愛知,無し,y,T1210,INS17,-
647,T1210,名港海運㈱　西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,400,0,,383,0,,愛知,無し,y,T1210,VES17,-
648,T3970,ＮＣＣ株式会社,392,15,長野県諏訪市中洲２４４２－１,350,1,,223,0,,-,新潟,,T3970,,-
649,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,400,0,,383,0,,愛知,無し,y,T1210,SHK09,-
650,T3820,津田工業株式会社　東松山工場,355,71,埼玉県東松山市新郷８８－２４,70,0,,116,1,,-,無し,,T3820,H204,-
651,T3990,株式会社　スガタ商事,990,2473,山形県山形市松栄１丁目５－４,400,1,,382,0,,,新潟,,T3990,,
652,T3990,西鉄物流株式会社　成田梱包営業所,289,1602,千葉県山武郡芝山町菱田１１５５番地１,100,0,,149,1,,成田,無し,y,T3990,VEM01,-
653,T3980,富士化学塗料株式会社,243,426,神奈川県海老名市門沢橋６－９－２４,100,0,,100,0,,-,無し,,T3980,,-
654,T1210,日本通運株式会社　名古屋ﾌｫﾜｰﾃﾞｨﾝｸﾞ支店,479,881,愛知県常滑市セントレア３－１２－４,400,0,,388,1,,愛知,新潟,y,T1210,TAD13,-
655,T1210,日本通運株式会社,286,0825,千葉県成田市新泉３０,100,0,,143,1,,成田,無し,y,T1210,TAD14,-
656,T3830,株式会社　奈良原産業,370,0614,群馬県邑楽郡邑楽町大字赤塚４１２７－２,120,1,,140,1,,-,無し,,T3830,H222,-
657,T4010,昇栄産業株式会社,131,0041,東京都墨田区八広５－２－３,50,0,,100,0,,-,無し,,T4010,,-
658,T4020,株式会社　森谷真空,252,823,神奈川県藤沢市菖蒲沢６８,100,0,,126,1,,-,無し,,T4020,,-
659,T4030,柿原工業株式会社,721,956,広島県福山市箕沖町９９－１３,850,0,,804,0,,-,無し,,T4030,,-
660,T2900,鶴見倉庫株式会社,230,0053,神奈川県横浜市鶴見区大黒町８－１,50,0,,100,0,,横浜,無し,y,T2900,USS04,-
661,T0015,株式会社　進光舎鍍金,131,0041,東京都墨田区八広４－４２－７,50,0,,100,0,,-,無し,,T0015,H223,-
662,T3570,株式会社　トウ・プラス　小鹿野工場,368,101,埼玉県秩父郡小鹿野下小鹿野１１０３－１,100,1,,160,1,,-,無し,,T3570,H224,-
663,T4040,富士化学塗料株式会社　大森営業所,143,13,東京都大田区大森南３－８－１,50,0,,100,0,,-,無し,,T4040,,-
664,T4040,原田塗料株式会社,140,4,東京都品川区南品川１－５－７,50,1,,100,0,,-,無し,,T4040,H225,-
665,T4050,株式会社　アイベック,337,53,埼玉県さいたま市見沼区,60,0,,100,0,,-,無し,,T4050,,-
666,T0491,株式会社　早川塗料製品所,350,833,埼玉県川越市芳野台１－１０３－１２,100,0,,100,0,,-,無し,,T0491,H226,-
667,T4050,有限会社　飯田塗料,135,0002,東京都江東区住吉１－１４－６,50,0,,100,0,,-,無し,,T4050,H227,-
668,T4050,株式会社　影山鍍金工業所,131,0043,東京都墨田区立花１－１１－７,50,0,,100,0,,-,無し,,T4050,H228,-
669,T4050,白電工熱株式会社,341,0037,埼玉県三郷市高洲２－８－２,50,0,,100,0,,-,無し,,T4050,H229,-
670,T4050,有限会社　渡辺塗装,133,0043,東京都江戸川区松本２－３７－２１,50,0,,100,0,,-,無し,,T4050,H230,-
671,T4050,鈴木鍍金工業株式会社,334,0076,埼玉県川口市本蓮４－６－１６,50,0,,100,0,,-,無し,,T4050,H231,-
672,T4050,カネジ塗料株式会社,132,0022,東京都江戸川区大杉５－６－１,50,0,,100,0,,-,無し,,T4050,H232,-
673,T4050,株式会社　進光舎鍍金,131,0041,東京都墨田区八広４－４２－７,50,0,,100,0,,-,無し,,T4050,H233,-
